EventID,Region,CustomerType,PeakDemandBeforeMW,PeakDemandAfterMW,DemandReductionMW,ProgramCost
3808,East,Industrial,1701.48,1426.16,275.32,78912.81
3809,South,Residential,762.83,687.46,75.37,81639.32
3810,West,Commercial,1721.54,1584.69,136.85,84139.5
3811,West,Residential,2008.8,1701.12,307.68,58209.65
3812,Central,Residential,1511.29,1424.97,86.32,91711.35
3813,West,Residential,653.26,553.58,99.68,61007.79
3814,West,Industrial,1123.59,947.68,175.91,60506.71
3815,West,Industrial,2074.61,1995.11,79.5,91766.8
3816,North,Commercial,2393.3,2113.76,279.54,10762.32
3817,South,Industrial,2208.16,1952.2,255.96,25956.32
3818,Central,Residential,1120.42,943.37,177.05,42980.66
3819,North,Industrial,2375.69,2139.36,236.33,27458.14
3820,Central,Commercial,2256.81,2121.95,134.86,58591.96
3821,West,Residential,1071.8,900.38,171.42,80259.94
3822,South,Industrial,2140.94,1842.5,298.44,72331.36
3823,East,Industrial,1311.1,1097.34,213.76,76563.92
3824,West,Industrial,1838.92,1731.9,107.02,7572.88
3825,East,Residential,640.76,565.01,75.75,65030.85
3826,North,Residential,1137.05,964.35,172.7,23599.93
3827,Central,Residential,2084.99,1875.58,209.41,19451.37
3828,North,Industrial,2328.14,1869.09,459.05,41924.85
3829,North,Industrial,1821.2,1639.87,181.33,79429.45
3830,West,Industrial,1612.75,1470.74,142.01,82120.34
3831,South,Commercial,2405,1953.32,451.68,56542.67
3832,West,Industrial,1528.74,1332.16,196.58,7390.13
3833,North,Commercial,1630.08,1348.34,281.74,27168.52
3834,South,Commercial,1638.79,1325.44,313.35,42512.89
3835,North,Industrial,1536.08,1359.68,176.4,95315.35
3836,East,Industrial,648.24,595.9,52.34,40768.05
3837,Central,Industrial,1581.77,1399.32,182.45,45636.44
3838,North,Residential,1424.63,1269.27,155.36,95363.14
3839,North,Commercial,2266.95,1847.18,419.77,67826.67
3840,West,Commercial,1610.45,1492.54,117.91,99651.64
3841,South,Residential,1105.81,1012.26,93.55,82220.48
3842,East,Residential,1053.86,984.38,69.48,18258.41
3843,Central,Commercial,1679.9,1563.27,116.63,38526.61
3844,South,Residential,1563.81,1525.09,38.72,38267.51
3845,North,Industrial,661.33,641.57,19.76,34865.18
3846,North,Residential,1417.42,1260.4,157.02,11865.2
3847,South,Residential,1032.41,871.49,160.92,32927.39
3848,South,Commercial,731.21,598.85,132.36,80161.09
3849,Central,Residential,2399.71,1989.94,409.77,42723.58
3850,West,Residential,877.48,762.26,115.22,97590.22
3851,Central,Residential,630.73,527.45,103.28,62118.32
3852,Central,Residential,773.45,715.01,58.44,90200.47
3853,Central,Commercial,998.65,920.72,77.93,21258.26
3854,West,Residential,2396.81,2038.46,358.35,51011.31
3855,Central,Industrial,735.95,658.06,77.89,51074.29
3856,Central,Residential,529.67,437.38,92.29,83630.53
3857,North,Residential,1691.69,1460.77,230.92,54802.82
3858,North,Commercial,787.93,710.07,77.86,74256.39
3859,West,Commercial,2162.82,1772.37,390.45,78640.93
3860,South,Residential,1729.94,1467.25,262.69,47881.68
3861,East,Industrial,1283.76,1229.37,54.39,83600.35
3862,East,Residential,677.18,569.37,107.81,51173.25
3863,Central,Industrial,1424.48,1316.11,108.37,52283.47
3864,Central,Commercial,1114.93,994.71,120.22,32041.02
3865,East,Residential,1285.4,1234.96,50.44,16039.81
3866,East,Industrial,1109.57,1031.03,78.54,91271.48
3867,Central,Residential,1008.7,952.81,55.89,19568.79
3868,Central,Residential,541.5,490.05,51.45,74625.22
3869,South,Residential,1280.77,1118.26,162.51,68848.97
3870,North,Industrial,2328.35,2039.64,288.71,59340.94
3871,North,Commercial,1275.63,1182.71,92.92,15659.28
3872,West,Residential,1184.97,1124.11,60.86,5735.3
3873,North,Industrial,2234.4,1815.88,418.52,59904.33
3874,North,Residential,1810.78,1558.21,252.57,66733.92
3875,South,Commercial,1063.68,940.95,122.73,52736.28
3876,Central,Commercial,1931.53,1740.77,190.76,89816.25
3877,West,Commercial,1586.47,1515.89,70.58,88743.65
3878,North,Commercial,914.17,755.72,158.45,31888.5
3879,West,Industrial,1285.52,1040.31,245.21,45894.59
3880,Central,Residential,714.55,585.33,129.22,8619.68
3881,South,Residential,1656.01,1374.8,281.21,18272.29
3882,East,Residential,2061.56,1793.88,267.68,12263
3883,North,Commercial,940.48,761.9,178.58,31348.2
3884,South,Industrial,1573.54,1418.29,155.25,97150.36
3885,North,Industrial,766.84,690.88,75.96,46759
3886,South,Residential,1821.79,1721.83,99.96,30079.47
3887,South,Residential,1737.59,1575.26,162.33,29561.33
3888,West,Commercial,928.4,770.9,157.5,74738.76
3889,Central,Industrial,578.92,536.14,42.78,78321.77
3890,Central,Commercial,1530.31,1440.9,89.41,49651.26
3891,West,Residential,1556.19,1444.28,111.91,13889.03
3892,Central,Industrial,1756.86,1650.2,106.66,17227.42
3893,North,Commercial,980.64,859.24,121.4,52400.87
3894,Central,Commercial,515.2,424.76,90.44,76397.08
3895,West,Industrial,1653.28,1434.49,218.79,43704.43
3896,East,Residential,1494.33,1198.85,295.48,40496.16
3897,North,Residential,1961.13,1685.33,275.8,96620.92
3898,Central,Commercial,859.54,728.48,131.06,21937.54
3899,West,Industrial,1486.75,1313.3,173.45,60140.58
3900,North,Residential,1027.73,827.15,200.58,89972.03
3901,West,Industrial,1170.69,1107.44,63.25,95476.04
3902,East,Residential,1878.32,1566.23,312.09,34146.55
3903,South,Industrial,2226.94,2025.33,201.61,45160.14
3904,East,Commercial,775.18,725.9,49.28,98200.68
3905,North,Residential,934.04,874.17,59.87,47902.59
3906,Central,Commercial,1147.53,984.91,162.62,99942.34
3907,East,Residential,1199.79,1101.52,98.27,54321.3
3908,East,Commercial,1166.13,1057.41,108.72,64988.09
3909,South,Industrial,1369.63,1219.19,150.44,15671.91
3910,Central,Residential,1145.45,953.59,191.86,48400.77
3911,Central,Commercial,1268.02,1214.76,53.26,97152.39
3912,West,Commercial,1021.52,909.45,112.07,86018.03
3913,South,Industrial,1774.17,1680.98,93.19,17814.13
3914,South,Industrial,2064.6,1970.76,93.84,81786.13
3915,East,Commercial,1731.28,1538.68,192.6,17347.62
3916,North,Residential,778.09,682.45,95.64,60336.41
3917,South,Commercial,622.63,558.18,64.45,32761.55
3918,South,Residential,1839.96,1774.74,65.22,24641.91
3919,Central,Industrial,1042.79,1015.68,27.11,91306.16
3920,North,Residential,2343.84,2177.58,166.26,30970.2
3921,West,Residential,1199.05,969.66,229.39,94106.11
3922,East,Industrial,623.71,564.54,59.17,73843.89
3923,South,Residential,876.61,728.3,148.31,96252.42
3924,Central,Industrial,936.84,782.44,154.4,99869.45
3925,South,Industrial,552.49,476.31,76.18,17783.02
3926,Central,Industrial,2382.07,2109.97,272.1,28267.41
3927,West,Residential,1718.56,1667.66,50.9,78251.35
3928,East,Industrial,1302.07,1147.57,154.5,79165.91
3929,West,Commercial,1362.66,1160.98,201.68,93310.34
3930,North,Commercial,894.28,750.3,143.98,88721.46
3931,West,Industrial,1876.04,1737.39,138.65,7952.4
3932,South,Residential,500.72,426.59,74.13,64931.34
3933,South,Industrial,621.84,548.01,73.83,58288.92
3934,West,Industrial,658.67,640.3,18.37,31858.3
3935,South,Commercial,1357.11,1291.79,65.32,15026.24
3936,Central,Industrial,1748.05,1510.2,237.85,61620.58
3937,East,Commercial,2450.85,2029.19,421.66,95128.78
3938,South,Residential,1778.12,1723.65,54.47,39512.27
3939,Central,Commercial,1529.24,1332.4,196.84,89689.97
3940,South,Commercial,2033.26,1764.08,269.18,17157.98
3941,North,Industrial,1333.61,1127.06,206.55,60714.56
3942,East,Residential,2382.52,2017.48,365.04,62118.29
3943,West,Industrial,1187.69,1104.18,83.51,44298.53
3944,West,Industrial,1116.29,1075.79,40.5,90922.95
3945,Central,Industrial,1883.45,1614.38,269.07,85707.6
3946,South,Commercial,2235.27,1844.35,390.92,77118.71
3947,Central,Residential,996.2,883.59,112.61,54081.39
3948,North,Industrial,2368.13,2123.78,244.35,71709.46
3949,West,Residential,1686.67,1360.56,326.11,16067.88
3950,South,Residential,1749.79,1464.49,285.3,82320.77
3951,South,Residential,2250.73,1807.28,443.45,46804.94
3952,Central,Industrial,1970.97,1726.6,244.37,20980.48
3953,West,Commercial,1581.87,1277.45,304.42,12670.27
3954,North,Residential,2446.44,1991.15,455.29,81093.92
3955,West,Industrial,1641.87,1517.85,124.02,45076.4
3956,East,Residential,927.63,767.67,159.96,16602.95
3957,North,Residential,1811.23,1663.74,147.49,29795.84
3958,West,Industrial,2346.6,2181.03,165.57,24689.73
3959,Central,Industrial,1324.41,1099.24,225.17,95920.3
3960,Central,Industrial,2424.92,2049.55,375.37,89788.72
3961,West,Industrial,602.43,509.9,92.53,98797.75
3962,North,Commercial,2028.18,1732.69,295.49,27333.07
3963,West,Residential,1402.97,1330.66,72.31,86167.5
3964,East,Commercial,512.69,452.75,59.94,50803.25
3965,East,Commercial,1638.09,1471.9,166.19,98532.02
3966,South,Commercial,2493.32,2052.8,440.52,59004.97
3967,West,Commercial,1203.01,1009.39,193.62,6406.17
3968,Central,Residential,1564.18,1384.46,179.72,26554.24
3969,Central,Commercial,1718.99,1614.77,104.22,57596.06
3970,South,Commercial,1891.45,1577.28,314.17,78972.06
3971,Central,Industrial,1994.44,1864.63,129.81,78900.2
3972,West,Industrial,2059.5,1892.53,166.97,68547.18
3973,North,Residential,2334.3,2105.43,228.87,11259.15
3974,North,Commercial,2498.47,2363.49,134.98,36549.86
3975,South,Residential,1221.94,1137.63,84.31,70360.69
3976,West,Residential,1420.68,1320.08,100.6,16114.84
3977,East,Industrial,822.88,720.84,102.04,60803.61
3978,North,Industrial,2314.06,1903.66,410.4,45359.61
3979,East,Commercial,1390.32,1153.64,236.68,24093.37
3980,South,Commercial,827.06,730.34,96.72,24885.59
3981,South,Commercial,950.83,892.08,58.75,94716.71
3982,South,Residential,1199.17,1105.86,93.31,38758.18
3983,West,Residential,1542.13,1466.48,75.65,63881.17
3984,Central,Residential,1948.54,1909.45,39.09,19393.41
3985,South,Commercial,552.16,462.43,89.73,54408.66
3986,East,Industrial,1473.56,1415.21,58.35,30953.92
3987,West,Commercial,536,463.54,72.46,11843.37
3988,South,Residential,2053.99,1724.68,329.31,87141.01
3989,North,Residential,1196.67,993.92,202.75,73612.81
3990,East,Residential,551.95,448.9,103.05,84636.44
3991,North,Commercial,733.37,617.04,116.33,36124.63
3992,East,Industrial,2174.19,1831.15,343.04,44641.25
3993,East,Commercial,2302.03,1875.46,426.57,73463.88
3994,Central,Industrial,567.09,500.31,66.78,45258.68
3995,North,Industrial,680.17,619.71,60.46,93088.23
3996,Central,Residential,1235.74,1105.66,130.08,56473.91
3997,West,Industrial,2487.43,2185.63,301.8,72446
3998,South,Industrial,1419.27,1229.67,189.6,38233.62
3999,South,Residential,2432.29,1973.57,458.72,80917.97
4000,Central,Residential,2071.63,1872.76,198.87,51978.86
4001,Central,Residential,1448.71,1371.68,77.03,11909.71
4002,North,Commercial,2463.69,2160.79,302.9,10339.91
4003,West,Commercial,1372.74,1101.52,271.22,37439.93
4004,South,Residential,1129.59,1092.56,37.03,34311.18
4005,Central,Commercial,516.56,415.63,100.93,6888.24
4006,North,Commercial,1320.64,1111.67,208.97,51534.16
4007,West,Industrial,1894.3,1815.88,78.42,12442.83
4008,North,Residential,669.72,632.6,37.12,58912.53
4009,North,Industrial,2402.33,1950.57,451.76,54977.3
4010,East,Industrial,1881.63,1806.9,74.73,35437.67
4011,Central,Industrial,1416.41,1191.75,224.66,5443.36
4012,North,Industrial,2494.74,2030.5,464.24,57759.94
4013,South,Residential,1012.68,887.2,125.48,46171.73
4014,West,Commercial,692.04,571.39,120.65,23896.1
4015,South,Commercial,816.95,790.61,26.34,98163.4
4016,Central,Industrial,881.36,721.44,159.92,20347.48
4017,East,Residential,850.83,829.19,21.64,76221.45
4018,Central,Residential,810.71,690.5,120.21,15397.95
4019,South,Commercial,2323.93,1948.01,375.92,42851.74
4020,East,Commercial,2285.26,1906.4,378.86,74446.24
4021,Central,Industrial,1089.5,986.52,102.98,28266.31
4022,West,Commercial,2467.19,2334.9,132.29,38812.27
4023,North,Commercial,1300.03,1150.66,149.37,19003.2
4024,East,Industrial,2127.93,1805.93,322,31074.13
4025,South,Residential,644.98,517.34,127.64,51177.93
4026,East,Residential,696.16,575.69,120.47,31638.73
4027,North,Industrial,2057.3,1791.8,265.5,75693.08
4028,East,Industrial,1139.17,933.24,205.93,22919.66
4029,Central,Residential,773.37,692.1,81.27,12095.47
4030,North,Commercial,2325.51,2256.34,69.17,81621.04
4031,West,Industrial,824.76,702.68,122.08,36493.66
4032,East,Commercial,814.58,762.25,52.33,28757.4
4033,Central,Industrial,1418.08,1382.9,35.18,80661.81
4034,West,Residential,1527.62,1442.08,85.54,31601.69
4035,East,Residential,1343.18,1265.78,77.4,72061.42
4036,North,Industrial,2453.31,2136.28,317.03,98694
4037,Central,Residential,1208.88,1102.04,106.84,17156.68
4038,North,Residential,2049.34,1946.05,103.29,48194.6
4039,Central,Commercial,1284.38,1122.08,162.3,65351.32
4040,East,Industrial,1734.23,1646.3,87.93,76941.56
4041,South,Residential,653.22,607.44,45.78,51430.86
4042,North,Industrial,2290.51,2123.01,167.5,73610.62
4043,Central,Commercial,899.62,746.32,153.3,36861.25
4044,East,Commercial,1489.59,1272.72,216.87,56906.83
4045,West,Residential,2255.54,1878.02,377.52,8161.42
4046,North,Commercial,920.42,893.06,27.36,71299.86
4047,West,Residential,923.06,876.62,46.44,97232.33
4048,West,Commercial,1816,1540.38,275.62,77394.09
4049,West,Residential,2418.17,1980.34,437.83,17917.19
4050,West,Industrial,2436.54,2186.69,249.85,21574.75
4051,East,Industrial,2239.5,2042.24,197.26,10465.99
4052,West,Residential,1367.5,1118.35,249.15,79954.08
4053,North,Residential,2187.18,1954.97,232.21,14025.35
4054,West,Residential,1255.49,1021.4,234.09,89279.12
4055,North,Residential,2311.03,2108.32,202.71,72067.29
4056,Central,Residential,644.12,539.58,104.54,40635.92
4057,West,Commercial,914.69,871.5,43.19,14050.25
4058,East,Residential,2048.02,1676.87,371.15,25171.68
4059,South,Commercial,704.08,682.1,21.98,7445.81
4060,South,Residential,548.53,452.59,95.94,63640.71
4061,East,Industrial,1508.89,1367.54,141.35,87053.32
4062,South,Industrial,686.78,567.25,119.53,74701.33
4063,West,Commercial,1527.41,1460.6,66.81,36842.84
4064,Central,Residential,1423.76,1352.06,71.7,56488.2
4065,North,Industrial,600.92,544.93,55.99,38558.9
4066,Central,Residential,614.15,581.08,33.07,56217.36
4067,South,Commercial,1932.44,1562.12,370.32,61389.79
4068,North,Industrial,1642.19,1461.08,181.11,28559.81
4069,South,Industrial,1332.64,1138.36,194.28,8990.16
4070,East,Industrial,695.28,647.01,48.27,53925.27
4071,West,Industrial,1609.09,1429.88,179.21,26330.18
4072,East,Commercial,2214.74,1851.31,363.43,86998.15
4073,Central,Residential,799.51,704.01,95.5,19529.77
4074,East,Residential,1147.67,952.48,195.19,52594.81
4075,East,Commercial,1187.33,1069.31,118.02,73632.34
4076,West,Residential,668.35,647.38,20.97,38123.34
4077,West,Industrial,2045.04,1707.6,337.44,35027.12
4078,South,Residential,825.73,757.65,68.08,76585.19
4079,North,Residential,2464.62,2327.41,137.21,48222.16
4080,South,Residential,1761.51,1587.37,174.14,18170.05
4081,North,Residential,752.48,602.68,149.8,36182.34
4082,South,Commercial,1489.14,1358.04,131.1,63626.52
4083,Central,Commercial,1095.59,969.55,126.04,83404.28
4084,Central,Industrial,1275.53,1033.26,242.27,52133.83
4085,North,Commercial,2316.17,1920,396.17,40119.9
4086,Central,Industrial,2262.99,2011.14,251.85,44945.44
4087,North,Residential,680.11,657.63,22.48,25214.37
4088,East,Industrial,2482.7,2357.94,124.76,48797.31
4089,East,Industrial,1669.93,1536.06,133.87,40220.04
4090,North,Residential,1339.62,1161.05,178.57,6778.49
4091,South,Industrial,689.66,581.15,108.51,47948.58
4092,Central,Commercial,1387.51,1182.48,205.03,23340.11
4093,South,Commercial,911.95,865.77,46.18,5227.56
4094,Central,Residential,1451.35,1249.13,202.22,81728.5
4095,North,Residential,1708.42,1666.84,41.58,52227.64
4096,North,Residential,1802.03,1658.99,143.04,97235.46
4097,Central,Residential,2477.05,1986.22,490.83,84477.6
4098,North,Industrial,1525.81,1423.72,102.09,91039.22
4099,East,Residential,1831.27,1537.54,293.73,70301.01
4100,West,Residential,1135.23,929.27,205.96,63141.4
4101,Central,Commercial,1986.67,1767.82,218.85,29593.63
4102,West,Commercial,1333.55,1109,224.55,59515.04
4103,South,Commercial,2427.65,2227.32,200.33,70864.96
4104,West,Residential,778.57,754.82,23.75,15839.53
4105,West,Commercial,1390.25,1119.39,270.86,59017.12
4106,Central,Residential,1934.74,1838.77,95.97,20252.17
4107,Central,Commercial,520.13,451.03,69.1,26852.47
4108,North,Residential,2043.44,1988.93,54.51,96227.14
4109,West,Residential,1668.9,1372.86,296.04,34731.96
4110,North,Commercial,2046.58,1767.75,278.83,26539.23
4111,East,Commercial,744.58,712.34,32.24,94293
4112,East,Residential,1947.76,1660.7,287.06,54343.65
4113,North,Residential,1937.86,1857.99,79.87,67762.09
4114,East,Residential,1940.8,1742.27,198.53,90014.12
4115,West,Commercial,1167.54,1066.41,101.13,10322.15
4116,North,Commercial,1211.79,1089.98,121.81,37200.8
4117,North,Residential,1069.19,928.4,140.79,59961.43
4118,East,Commercial,1388.55,1192.91,195.64,93111.44
4119,East,Commercial,919.95,835.44,84.51,26340.54
4120,Central,Residential,835.42,681.58,153.84,73417.86
4121,West,Industrial,1053.72,999.54,54.18,53952.23
4122,East,Residential,1768.87,1669.25,99.62,7947.22
4123,South,Industrial,2222.44,1980.23,242.21,9151.28
4124,East,Residential,2068.5,1988.15,80.35,46600.76
4125,Central,Residential,629.76,555.05,74.71,60214.36
4126,South,Residential,1212.92,1098.56,114.36,94620.94
4127,West,Industrial,2106.91,1733.69,373.22,91626.76
4128,East,Residential,758.52,681.7,76.82,87427.27
4129,Central,Industrial,955.19,884.41,70.78,49012.86
4130,North,Residential,692.96,601.85,91.11,61266.84
4131,North,Industrial,2084.12,1936.19,147.93,21065.64
4132,East,Commercial,530.64,493.84,36.8,83506.1
4133,North,Commercial,2289.74,2110.43,179.31,63686.44
4134,South,Industrial,834.46,775.65,58.81,41581.41
4135,South,Commercial,1316.79,1272.83,43.96,11552.15
4136,Central,Industrial,1185.84,1009.46,176.38,22365.86
4137,East,Commercial,735.33,633.9,101.43,17706.99
4138,South,Commercial,2135.06,1934.02,201.04,79358.13
4139,South,Commercial,2438.25,2281.47,156.78,14342.1
4140,Central,Commercial,2004,1962.72,41.28,94434.7
4141,South,Industrial,2430.32,2128.72,301.6,63507.64
4142,South,Industrial,1571.87,1472.15,99.72,49130.88
4143,East,Industrial,2105.38,1865.58,239.8,10706.5
4144,South,Industrial,1429.61,1147.14,282.47,31073.25
4145,West,Industrial,1796.47,1748.68,47.79,62585.69
4146,East,Commercial,1559.44,1526.36,33.08,8930.36
4147,South,Commercial,1687.67,1592.93,94.74,11161.87
4148,East,Commercial,1389.54,1267.35,122.19,96299.36
4149,Central,Residential,2146.04,1911.73,234.31,82546.89
4150,North,Commercial,1800.17,1572.04,228.13,71429.21
4151,South,Commercial,1445.59,1295.51,150.08,71426.25
4152,West,Industrial,2284.13,1892.16,391.97,48695.51
4153,Central,Industrial,1001.34,958.55,42.79,53595.04
4154,South,Industrial,1026.59,874.45,152.14,11801.41
4155,Central,Residential,2490.55,2012.33,478.22,7750.89
4156,South,Commercial,2169.87,2016.11,153.76,48065.09
4157,North,Commercial,1958.27,1728.76,229.51,18892.97
4158,West,Residential,1585.98,1541.52,44.46,56049.4
4159,North,Commercial,2409.99,2142.29,267.7,37406.09
4160,North,Industrial,2063.02,1723.01,340.01,40249.7
4161,East,Residential,1615.41,1474.13,141.28,23350.37
4162,Central,Industrial,906.27,752.79,153.48,40483.98
4163,South,Residential,2064.95,1866.4,198.55,84249.63
